date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1989-12-31 23:00:00+00:00,1.0,3.5315,-4.1184998,-0.8059998,0.5264964,-7.031188,-3.6503162,0,0,30754.969,25424.652,0.0,0.0,0.0,0.0,2.5455842,11.879999,335.0261,5.56,0.47647828
1990-01-01 23:00:00+00:00,1.0,4.2815,-4.9685,-0.64975,1.2271771,-7.9103084,-3.5968044,0,0,30813.893,25491.35,0.0,0.0,0.0,0.0,5.0528407,12.599999,332.00296,5.49,0.5017912
1990-01-02 23:00:00+00:00,1.0,3.7315001,-4.6685,-1.4705831,-0.19603014,-8.60722,-5.20466,0,0,30877.549,25503.26,0.0,0.0,0.0,0.0,9.178235,25.199999,29.066843,5.6,0.54339623
1990-01-03 23:00:00+00:00,3.0,2.4315,-5.1184998,-1.8476664,-0.36369324,-8.528483,-4.949781,0,0,30945.828,18682.74,0.0,0.0,0.0,0.0,5.3517847,13.679999,356.84528,4.44,0.40598485
1990-01-04 23:00:00+00:00,51.0,4.1815,-4.1685,-0.53725,1.1426034,-7.3421397,-3.637411,0,0,31018.617,24029.326,1.0,1.0,0.0,5.0,7.2,18.359999,236.6074,3.65,0.38973752
1990-01-05 23:00:00+00:00,73.0,2.2815,-1.7684999,0.61275005,0.012714863,-4.867674,-2.0181553,0,0,31095.809,71.77872,6.8000007,3.7000005,2.17,18.0,6.193674,13.679999,35.942123,1.75,0.2298886
1990-01-06 23:00:00+00:00,2.0,3.6315,-3.7684999,-0.43516663,1.1225567,-7.1388226,-3.3544633,0,0,31177.297,25681.45,0.0,0.0,0.0,0.0,4.8433046,14.759999,45.4511,5.2,0.4721468
1990-01-07 23:00:00+00:00,2.0,4.8815002,-2.1185,0.8231666,2.1436777,-4.975278,-1.9253455,0,0,31262.97,25762.764,0.0,0.0,0.0,0.0,2.6208394,10.799999,40.236263,5.29,0.5001549
1990-01-08 23:00:00+00:00,2.0,5.1315002,-1.0185001,1.0169168,2.127626,-3.9255195,-1.8661572,0,0,31352.715,26045.781,0.0,0.0,0.0,0.0,5.8048253,13.32,31.630623,5.66,0.5601104
1990-01-09 23:00:00+00:00,3.0,3.7315001,-2.9685,-0.15183322,0.75366735,-5.9566855,-3.1234438,0,0,31446.428,25949.602,0.0,0.0,0.0,0.0,4.2136917,12.599999,315.6295,4.98,0.48149753
