date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1999-12-31 23:00:00+00:00,71.0,3.2815,-0.0185,1.4419166,0.22400188,-3.072176,-1.4541079,0,0,30723.514,8179.7246,1.3000001,1.3000001,0.07,6.0,8.14587,23.759998,231.34012,2.58,0.29785255
2000-01-01 23:00:00+00:00,3.0,3.7815,-1.0685,1.9752502,0.99319744,-3.7687273,-0.6524693,0,0,30780.166,22442.914,0.0,0.0,0.0,0.0,6.989936,20.16,35.433426,4.09,0.37652072
2000-01-02 23:00:00+00:00,3.0,6.5815,-2.7684999,1.2648335,4.0235243,-5.8147535,-1.5724736,0,0,30842.242,25436.664,0.0,0.0,0.0,0.0,4.5536795,15.84,274.1848,5.12,0.5161195
2000-01-03 23:00:00+00:00,51.0,6.0815,-0.06850001,1.866917,2.9524412,-3.35496,-1.3704935,0,0,30909.58,25378.793,0.4,0.4,0.0,2.0,9.1641035,26.64,227.80852,5.34,0.5627584
2000-01-04 23:00:00+00:00,51.0,6.8815002,0.9315,3.8377504,5.0907393,-1.6862273,1.3728005,0,0,30982.016,0.0,2.8,2.8,0.0,10.0,8.891343,25.56,207.77235,1.3,0.25683787
2000-01-05 23:00:00+00:00,3.0,7.2315,-0.21850002,2.5294166,5.0388126,-2.6675687,0.10978211,0,0,31059.383,19528.68,0.0,0.0,0.0,0.0,5.1165614,14.4,265.16348,3.81,0.42898783
2000-01-06 23:00:00+00:00,3.0,7.4815,0.98149997,3.669,5.190363,-1.9146862,1.1729335,0,0,31141.512,25254.307,0.0,0.0,0.0,0.0,4.39436,13.679999,250.65913,3.99,0.48304233
2000-01-07 23:00:00+00:00,3.0,5.4815,1.0815,2.50025,2.909308,-1.6712496,-0.22013454,0,0,31228.24,19862.678,0.0,0.0,0.0,0.0,7.653705,20.880001,218.72894,3.99,0.41696304
2000-01-08 23:00:00+00:00,51.0,4.8815002,1.2815,2.9523332,2.4128609,-1.2858245,0.5332899,0,0,31319.402,0.0,2.7,2.7,0.0,12.0,3.7064266,11.5199995,180.0,1.98,0.3057276
2000-01-09 23:00:00+00:00,51.0,3.6815,1.2314999,2.648167,1.6312742,-1.4546514,0.12318624,0,0,31414.828,0.0,2.7,2.7,0.0,14.0,6.924738,16.919998,358.35168,1.68,0.23559701
2000-01-10 23:00:00+00:00,3.0,3.4315,-1.0185001,1.1419166,0.15612268,-4.5113215,-1.8325385,0,0,31514.361,11159.641,0.0,0.0,0.0,0.0,8.14587,18.0,37.88899,3.15,0.34693435
2000-01-11 23:00:00+00:00,3.0,1.8815,-1.1185,-0.10600004,-0.98479795,-4.3264813,-3.2142365,0,0,31617.824,13443.298,0.0,0.0,0.0,0.0,6.3690495,15.84,43.914608,3.61,0.33764583
2000-01-12 23:00:00+00:00,2.0,4.9315,-1.3685,1.1065,1.9618611,-4.112277,-1.7041432,0,0,31725.062,26620.635,0.0,0.0,0.0,0.0,3.8773184,10.440001,68.19851,5.95,0.56908447
2000-01-13 23:00:00+00:00,2.0,4.2815,-2.0685,0.3794166,0.7627449,-5.7525725,-3.0091465,0,0,31835.91,27037.23,0.0,0.0,0.0,0.0,8.4963045,18.72,51.40287,6.36,0.63450384
